Date,Open,High,Low,Adj Close,Volume,Close
2023-04-06,503.2916564941406,504.2412633931862,499.4932288979585,503.2916564941406,25423363,503.2916564941406
2023-04-07,508.0396996334672,508.0396996334672,502.3420581422507,504.24127197265625,8557482,504.24127197265625
2023-04-10,506.1404992952689,506.1404992952689,501.3924645926867,502.3420715332031,7435151,502.3420715332031
2023-04-11,495.694780422531,500.442814717766,495.694780422531,497.593994140625,22675697,497.593994140625
2023-04-12,496.644475379357,497.594082406851,490.94683321439305,493.795654296875,23816473,493.795654296875
2023-04-13,489.04750300388713,490.94671660778573,484.2994689941406,484.2994689941406,25536889,484.2994689941406
2023-04-14,489.99725341796875,493.7956817390383,487.14843217716657,489.99725341796875,18072504,489.99725341796875
2023-04-17,492.846047269381,493.795654296875,488.09801213191105,493.795654296875,14634287,493.795654296875
2023-04-18,491.89636704528215,493.79558081765776,488.09793950053097,489.04754638671875,15168888,489.04754638671875
2023-04-19,490.94671660778573,491.896323409735,483.3498621921913,484.2994689941406,21123233,484.2994689941406
2023-04-20,486.1987694931774,489.9971973798428,484.2995555498447,487.14837646484375,17221961,487.14837646484375
2023-04-21,493.7956079531556,493.7956079531556,484.29953856944104,485.2491455078125,25016683,485.2491455078125
2023-04-24,479.5514698517628,484.2995042067308,478.6018629807692,481.45068359375,16886512,481.45068359375
2023-04-25,478.60193900602405,479.55154602786143,472.904296875,472.904296875,36898412,472.904296875
2023-04-26,472.90422571906,473.3790291585369,466.25697756638243,466.7317810058594,31269245,466.7317810058594
2023-04-27,466.25696431539706,470.0553917232618,464.35775061146467,468.6309814453125,29537148,468.6309814453125
2023-04-28,473.37907336717586,476.70269775390625,472.90426988335724,476.70269775390625,24824100,476.70269775390625
2023-05-02,474.8034448680763,476.7026586475487,471.47982075399983,475.7530517578125,15325791,475.7530517578125
2023-05-03,471.00506591796875,472.9042798934444,470.05545893023094,471.00506591796875,11369311,471.00506591796875
2023-05-04,471.9546898531626,474.328707407756,471.0050828313253,472.904296875,13140291,472.904296875
2023-05-05,474.8034362792969,476.7026500244141,473.379025970459,474.8034362792969,7488897,474.8034362792969
2023-05-08,483.3499020773267,483.3499020773267,476.70265391516307,478.60186767578125,11243634,478.60186767578125
2023-05-09,481.4506485882927,484.2994689941406,479.5514349843942,484.2994689941406,16197743,484.2994689941406
2023-05-10,482.40025569240805,482.40025569240805,474.80340127205517,477.6522216796875,18859212,477.6522216796875
2023-05-11,480.501099733647,480.501099733647,473.37904786012456,473.8538513183594,13382927,473.8538513183594
2023-05-12,471.00506591796875,474.8034938689201,470.05545893023094,471.00506591796875,18465362,471.00506591796875
2023-05-15,471.95465334248473,474.32867071342275,469.58063597154666,470.5302429199219,13315766,470.5302429199219
2023-05-16,477.65233015305927,482.40036524404394,474.80350909846845,479.5515441894531,21140315,479.5515441894531
2023-05-17,482.4003019535013,494.74519157042164,480.5010881662828,492.8459777832031,41406763,492.8459777832031
2023-05-18,506.1404771912773,508.98929788841394,499.4932288979585,503.2916564941406,43096277,503.2916564941406
2023-05-19,508.03970824506945,508.03970824506945,502.3420666572743,505.1908874511719,32099068,505.1908874511719
2023-05-22,505.19087888785896,506.1404858030617,502.3420581422507,504.24127197265625,17208135,504.24127197265625
2023-05-23,503.2916564941406,504.2412633931862,498.5436219989129,503.2916564941406,19588873,503.2916564941406
2023-05-24,500.4427927362351,501.3923995535714,497.59397228422614,498.5435791015625,19086681,498.5435791015625
2023-05-25,514.6870506103966,517.5358719237382,509.9390150881604,515.6366577148438,63827245,515.6366577148438
2023-05-26,539.3766917306206,539.3766917306206,534.6286574724285,537.4774780273438,95808471,537.4774780273438
2023-05-29,545.0744119563573,545.0744119563573,535.5783420616473,539.3767700195312,54657853,539.3767700195312
2023-05-30,537.4774780273438,539.3766917306206,534.6286574724285,537.4774780273438,40136130,537.4774780273438
2023-05-31,531.7795838933691,533.6787966929884,523.2331262950829,529.88037109375,81176782,529.88037109375
2023-06-01,522.2838524681687,526.082280486119,522.2838524681687,523.2334594726562,24477529,523.2334594726562
2023-06-02,530.8303171612614,535.578352198482,528.9311031463732,533.6791381835938,30206141,533.6791381835938
2023-06-05,531.7798951295046,531.7798951295046,527.0318603515625,527.0318603515625,16827391,527.0318603515625
2023-06-06,526.0822653634208,533.6791211809431,525.1326583862304,531.7799072265625,20228086,531.7799072265625
2023-06-07,532.7295210932342,539.3767700195312,531.7799141037632,539.3767700195312,27604813,539.3767700195312
2023-06-08,533.6790819526359,539.3767233969701,527.0318336009126,530.8302612304688,23080195,530.8302612304688
2023-06-09,532.7294655048742,537.4774999567893,532.7294655048742,536.5278930664062,19091713,536.5278930664062
2023-06-12,545.0744018554688,545.0744018554688,542.2255809398479,545.0744018554688,26392389,545.0744018554688
2023-06-13,563.116943359375,564.0665503464903,559.3185154109138,563.116943359375,56174363,563.116943359375
2023-06-14,560.2681274414062,561.2177344370697,557.4193064544161,560.2681274414062,23583314,560.2681274414062
2023-06-15,562.8915885499285,565.7537491696739,560.0294279301831,563.8456420898438,27392154,563.8456420898438
2023-06-16,562.8915534804754,562.8915534804754,557.1672325976231,561.9375,38128802,561.9375
2023-06-19,556.2132568359375,558.121364063505,555.2592032221537,556.2132568359375,14346885,556.2132568359375
2023-06-20,552.3970423808024,558.121364063505,552.3970423808024,556.2132568359375,16221413,556.2132568359375
2023-06-21,555.2592294400818,558.121390416577,551.4430148047547,554.30517578125,21703937,554.30517578125
2023-06-26,549.5348159843206,551.4429229842661,547.626708984375,547.626708984375,27142262,547.626708984375
2023-06-27,543.8104600172777,548.5807272104116,542.8564065786509,545.7185668945312,21501718,545.7185668945312
2023-06-28,552.396976484239,552.396976484239,544.7645484844567,547.626708984375,18175426,547.626708984375
2023-06-29,551.4428745023451,553.3509813345332,543.8104471735929,546.672607421875,16937929,546.672607421875
2023-06-30,543.8104089101156,549.5347290039062,541.9023022121853,549.5347290039062,22654976,549.5347290039062
